t,MV,MVP,MVI,MVD,SP,PV,DV,Man
9.000000000000000000e+01,9.938605224870316590e+01,1.188974597015595265e+02,-3.496937584283497813e+01,-1.358021044288483051e-05,5.500000000000000000e+01,3.585000000000000142e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.100000000000000000e+01,9.910939583867485680e+01,1.179040605604499063e+02,-3.425725243157061328e+01,-3.621218949637351986e-05,5.500000000000000000e+01,3.600999999999999801e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.200000000000000000e+01,9.938867572455941968e+01,1.174694484362144351e+02,-3.354775401444992866e+01,-1.584393634700931807e-05,5.500000000000000000e+01,3.607999999999999829e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.300000000000000000e+01,9.972752347878061130e+01,1.170969237582983169e+02,-3.284050559230954036e+01,-1.357996297296591607e-05,5.500000000000000000e+01,3.614000000000000057e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.400000000000000000e+01,9.981402479050629495e+01,1.164760492951047866e+02,-3.213700716180298400e+01,-2.263280406248398624e-05,5.500000000000000000e+01,3.624000000000000199e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.500000000000000000e+01,9.952177664621908093e+01,1.154826501539951664e+02,-3.143950871791055945e+01,-3.621251948433174987e-05,5.500000000000000000e+01,3.639999999999999858e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.600000000000000000e+01,9.959812418845343984e+01,1.148617756908016361e+02,-3.074576026565196329e+01,-2.263362907147328952e-05,5.500000000000000000e+01,3.650000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.700000000000000000e+01,9.992037402893518561e+01,1.144892510128855037e+02,-3.005426180837366701e+01,-1.358021047295689046e-05,5.500000000000000000e+01,3.656000000000000227e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,9.961553710431641662e+01,1.134958518717758977e+02,-2.936876333770949898e+01,-3.621218949637461761e-05,5.500000000000000000e+01,3.671999999999999886e+01,1.000000000000000000e+01,0.000000000000000000e+00
9.900000000000000000e+01,9.949194785755496184e+01,1.126887150696242941e+02,-2.868813985616930751e+01,-2.942332177187961098e-05,5.500000000000000000e+01,3.685000000000000142e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+02,9.917592440343912585e+01,1.116953159285146882e+02,-2.801351636124324429e+01,-3.621276701439532801e-05,5.500000000000000000e+01,3.700999999999999801e+01,1.000000000000000000e+01,0.000000000000000000e+00
