t,MV,PV,DV
1.520000000000000000e+02,6.574691820669515607e+01,4.977000000000000313e+01,1.000000000000000000e+01
1.530000000000000000e+02,6.550627811091922581e+01,4.984000000000000341e+01,1.000000000000000000e+01
1.540000000000000000e+02,6.570023241909089506e+01,4.984000000000000341e+01,1.000000000000000000e+01
1.550000000000000000e+02,6.651881184276638237e+01,4.974000000000000199e+01,1.000000000000000000e+01
1.560000000000000000e+02,6.652907155162722574e+01,4.977000000000000313e+01,1.000000000000000000e+01
1.570000000000000000e+02,6.710041244285994821e+01,4.971000000000000085e+01,1.000000000000000000e+01
1.580000000000000000e+02,6.773644229101718395e+01,4.964000000000000057e+01,1.000000000000000000e+01
1.590000000000000000e+02,6.750058378466654574e+01,4.971000000000000085e+01,1.000000000000000000e+01
1.600000000000000000e+02,6.832402705437709756e+01,4.960999999999999943e+01,1.000000000000000000e+01
1.610000000000000000e+02,6.833913586965392994e+01,4.964000000000000057e+01,1.000000000000000000e+01
1.620000000000000000e+02,6.891532689658268396e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.630000000000000000e+02,6.893156076154275524e+01,4.960999999999999943e+01,1.000000000000000000e+01
1.640000000000000000e+02,6.932147399128737675e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.650000000000000000e+02,6.952510041140888575e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.660000000000000000e+02,6.991612378166431085e+01,4.954999999999999716e+01,1.000000000000000000e+01
1.670000000000000000e+02,7.093290861621838417e+01,4.942000000000000171e+01,1.000000000000000000e+01
1.680000000000000000e+02,7.095510676522428639e+01,4.945000000000000284e+01,1.000000000000000000e+01
1.690000000000000000e+02,7.097621253401948138e+01,4.947999999999999687e+01,1.000000000000000000e+01
1.700000000000000000e+02,7.118358395560117913e+01,4.947999999999999687e+01,1.000000000000000000e+01
1.710000000000000000e+02,7.076629812776741346e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.720000000000000000e+02,7.178196996007069686e+01,4.945000000000000284e+01,1.000000000000000000e+01
1.730000000000000000e+02,7.199042033866318491e+01,4.945000000000000284e+01,1.000000000000000000e+01
1.740000000000000000e+02,7.157424994941348473e+01,4.954999999999999716e+01,1.000000000000000000e+01
1.750000000000000000e+02,7.196639039838767360e+01,4.952000000000000313e+01,1.000000000000000000e+01
1.760000000000000000e+02,7.279687645137700258e+01,4.942000000000000171e+01,1.000000000000000000e+01
1.770000000000000000e+02,7.263165845135007714e+01,4.947999999999999687e+01,1.000000000000000000e+01
1.780000000000000000e+02,7.240175915994832678e+01,4.954999999999999716e+01,1.000000000000000000e+01
1.790000000000000000e+02,7.241909324559169647e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.800000000000000000e+02,7.243529061484835552e+01,4.960999999999999943e+01,1.000000000000000000e+01
1.810000000000000000e+02,7.319993688090421813e+01,4.952000000000000313e+01,1.000000000000000000e+01
1.820000000000000000e+02,7.284356367503278307e+01,4.960999999999999943e+01,1.000000000000000000e+01
1.830000000000000000e+02,7.260878312491004749e+01,4.967999999999999972e+01,1.000000000000000000e+01
1.840000000000000000e+02,7.343327065335014936e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.850000000000000000e+02,7.363682021222017227e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.860000000000000000e+02,7.346560178727280288e+01,4.964000000000000057e+01,1.000000000000000000e+01
1.870000000000000000e+02,7.404172113394851351e+01,4.957999999999999829e+01,1.000000000000000000e+01
1.880000000000000000e+02,7.405787866702927147e+01,4.960999999999999943e+01,1.000000000000000000e+01
1.890000000000000000e+02,7.363567636945522565e+01,4.971000000000000085e+01,1.000000000000000000e+01
1.900000000000000000e+02,7.283494946983090301e+01,4.986999999999999744e+01,1.000000000000000000e+01
1.910000000000000000e+02,7.284027520874366246e+01,4.989999999999999858e+01,1.000000000000000000e+01
1.920000000000000000e+02,7.321923265131658809e+01,4.986999999999999744e+01,1.000000000000000000e+01
1.930000000000000000e+02,7.278725819803413799e+01,4.996999999999999886e+01,1.000000000000000000e+01
1.940000000000000000e+02,7.341346114686700730e+01,4.989999999999999858e+01,1.000000000000000000e+01
1.950000000000000000e+02,7.298034853274981515e+01,5.000000000000000000e+01,1.000000000000000000e+01
1.960000000000000000e+02,7.360542242758107534e+01,4.992999999999999972e+01,1.000000000000000000e+01
1.970000000000000000e+02,7.379582790071721377e+01,4.992999999999999972e+01,1.000000000000000000e+01
1.980000000000000000e+02,7.398624724987593027e+01,4.992999999999999972e+01,1.000000000000000000e+01
1.990000000000000000e+02,7.373941170212880536e+01,5.000000000000000000e+01,1.000000000000000000e+01
2.000000000000000000e+02,7.355242979555299598e+01,5.006000000000000227e+01,1.000000000000000000e+01
2.010000000000000000e+02,7.330072903186670885e+01,5.013000000000000256e+01,1.000000000000000000e+01
2.020000000000000000e+02,7.310886837548861195e+01,5.018999999999999773e+01,1.000000000000000000e+01
2.030000000000000000e+02,7.310214773807494737e+01,5.021999999999999886e+01,1.000000000000000000e+01
2.040000000000000000e+02,7.328168761093037631e+01,5.021999999999999886e+01,1.000000000000000000e+01
2.050000000000000000e+02,7.346121888472207218e+01,5.021999999999999886e+01,1.000000000000000000e+01
2.060000000000000000e+02,7.301610128082106144e+01,5.032000000000000028e+01,1.000000000000000000e+01
2.070000000000000000e+02,7.337929575454279529e+01,5.028999999999999915e+01,1.000000000000000000e+01
2.080000000000000000e+02,7.293154284114541497e+01,5.039000000000000057e+01,1.000000000000000000e+01
